4.870992649113801E-14 4.044697832165631E-15 
4.767552632844177E-15 2.6885206696702215E-14 
4.870992649113801E-14 4.044697832165631E-15 
4.767552632844177E-15 2.6885206696702215E-14 
5.7928845972585075E-15 1.2897324231856137E-14 
5.7928845972585075E-15 1.2897324231856137E-14 
4.767552632844177E-15 2.6885206696702215E-14 
4.870992649113801E-14 4.044697832165631E-15 
5.7928845972585075E-15 1.2897324231856137E-14 
4.767552632844177E-15 2.6885206696702215E-14 
4.870992649113801E-14 4.044697832165631E-15 
5.7928845972585075E-15 1.2897324231856137E-14 
4.870992649113801E-14 4.044697832165631E-15 
4.767552632844177E-15 2.6885206696702215E-14 
5.7928845972585075E-15 1.2897324231856137E-14 
4.870992649113801E-14 4.044697832165631E-15 
4.767552632844177E-15 2.6885206696702215E-14 
5.7928845972585075E-15 1.2897324231856137E-14 
4.870992649113801E-14 4.044697832165631E-15 
4.767552632844177E-15 2.6885206696702215E-14 
5.7928845972585075E-15 1.2897324231856137E-14 
4.767552632844177E-15 2.6885206696702215E-14 
4.870992649113801E-14 4.044697832165631E-15 
5.7928845972585075E-15 1.2897324231856137E-14 
4.767552632844177E-15 2.6885206696702215E-14 
4.870992649113801E-14 4.044697832165631E-15 
5.7928845972585075E-15 1.2897324231856137E-14 
4.767552632844177E-15 2.6885206696702215E-14 
4.870992649113801E-14 4.044697832165631E-15 
5.7928845972585075E-15 1.2897324231856137E-14 
4.767552632844177E-15 2.6885206696702215E-14 
4.870992649113801E-14 4.044697832165631E-15 
5.7928845972585075E-15 1.2897324231856137E-14 
4.767552632844177E-15 2.6885206696702215E-14 
4.870992649113801E-14 4.044697832165631E-15 
5.7928845972585075E-15 1.2897324231856137E-14 
4.870992649113801E-14 4.044697832165631E-15 
4.767552632844177E-15 2.6885206696702215E-14 
5.7928845972585075E-15 1.2897324231856137E-14 
4.870992649113801E-14 4.044697832165631E-15 
4.767552632844177E-15 2.6885206696702215E-14 
5.7928845972585075E-15 1.2897324231856137E-14 
4.767552632844177E-15 2.6885206696702215E-14 
4.870992649113801E-14 4.044697832165631E-15 
5.7928845972585075E-15 1.2897324231856137E-14 
4.870992649113801E-14 4.044697832165631E-15 
4.767552632844177E-15 2.6885206696702215E-14 
5.7928845972585075E-15 1.2897324231856137E-14 
4.767552632844177E-15 2.6885206696702215E-14 
4.870992649113801E-14 4.044697832165631E-15 
5.7928845972585075E-15 1.2897324231856137E-14 
4.870992649113801E-14 4.044697832165631E-15 
4.767552632844177E-15 2.6885206696702215E-14 
5.7928845972585075E-15 1.2897324231856137E-14 
4.870992649113801E-14 4.044697832165631E-15 
4.767552632844177E-15 2.6885206696702215E-14 
5.7928845972585075E-15 1.2897324231856137E-14 
4.870992649113801E-14 4.044697832165631E-15 
4.767552632844177E-15 2.6885206696702215E-14 
5.7928845972585075E-15 1.2897324231856137E-14 
4.870992649113801E-14 4.044697832165631E-15 
4.767552632844177E-15 2.6885206696702215E-14 
5.7928845972585075E-15 1.2897324231856137E-14 
4.870992649113801E-14 4.044697832165631E-15 
4.767552632844177E-15 2.6885206696702215E-14 
5.7928845972585075E-15 1.2897324231856137E-14 
4.767552632844177E-15 2.6885206696702215E-14 
4.870992649113801E-14 4.044697832165631E-15 
5.7928845972585075E-15 1.2897324231856137E-14 
4.767552632844177E-15 2.6885206696702215E-14 
4.870992649113801E-14 4.044697832165631E-15 
5.7928845972585075E-15 1.2897324231856137E-14 
4.767552632844177E-15 2.6885206696702215E-14 
4.870992649113801E-14 4.044697832165631E-15 
5.7928845972585075E-15 1.2897324231856137E-14 
4.870992649113801E-14 4.044697832165631E-15 
4.767552632844177E-15 2.6885206696702215E-14 
5.7928845972585075E-15 1.2897324231856137E-14 
4.870992649113801E-14 4.044697832165631E-15 
4.767552632844177E-15 2.6885206696702215E-14 
5.7928845972585075E-15 1.2897324231856137E-14 
4.767552632844177E-15 2.6885206696702215E-14 
4.870992649113801E-14 4.044697832165631E-15 
5.7928845972585075E-15 1.2897324231856137E-14 
4.870992649113801E-14 4.044697832165631E-15 
4.767552632844177E-15 2.6885206696702215E-14 
5.7928845972585075E-15 1.2897324231856137E-14 
4.870992649113801E-14 4.044697832165631E-15 
4.767552632844177E-15 2.6885206696702215E-14 
5.7928845972585075E-15 1.2897324231856137E-14 
4.870992649113801E-14 4.044697832165631E-15 
4.767552632844177E-15 2.6885206696702215E-14 
5.7928845972585075E-15 1.2897324231856137E-14 
4.870992649113801E-14 4.044697832165631E-15 
4.767552632844177E-15 2.6885206696702215E-14 
5.7928845972585075E-15 1.2897324231856137E-14 
4.870992649113801E-14 4.044697832165631E-15 
4.767552632844177E-15 2.6885206696702215E-14 
5.7928845972585075E-15 1.2897324231856137E-14 
4.870992649113801E-14 4.044697832165631E-15 
